"YEAR","PEO_ENFORCE_HANGYE","PEO_ENFORCE_QUYU","ENFORCEPEO_JOBCLASS","SUM(*)"
2018.0,"民宗","龙华区","副科级",2.0
2018.0,"民宗","罗湖区","副科级",3.0
2018.0,"民宗","南山区","副科级",0.0
2018.0,"民宗","盐田区","副科级",0.0
2018.0,"人社","宝安区","副科级",15.0
2018.0,"人社","福田区","副科级",18.0
2018.0,"人社","光明区","副科级",8.0
2018.0,"人社","龙岗区","副科级",29.0
2018.0,"人社","龙华区","副科级",12.0
2018.0,"人社","罗湖区","副科级",11.0
2018.0,"人社","南山区","副科级",3.0
2018.0,"人社","坪山区","副科级",4.0
2018.0,"人社","盐田区","副科级",5.0
2018.0,"审计","宝安区","副科级",4.0
2018.0,"审计","福田区","副科级",3.0
2018.0,"审计","光明区","副科级",2.0
2018.0,"审计","龙岗区","副科级",5.0
2018.0,"审计","龙华区","副科级",2.0
2018.0,"审计","罗湖区","副科级",3.0
2018.0,"审计","南山区","副科级",3.0
2018.0,"审计","坪山区","副科级",2.0
2018.0,"审计","盐田区","副科级",3.0
2018.0,"生态","宝安区","副科级",11.0
2018.0,"生态","大鹏新区","副科级",3.0
2018.0,"生态","福田区","副科级",1.0
2018.0,"生态","龙岗区","副科级",11.0
2018.0,"生态","龙华区","副科级",1.0
2018.0,"生态","罗湖区","副科级",3.0
2018.0,"生态","南山区","副科级",8.0
2018.0,"生态","坪山区","副科级",1.0
2018.0,"生态","盐田区","副科级",2.0
2018.0,"事单","大鹏新区","副科级",1.0
2018.0,"事单","龙岗区","副科级",1.0
2018.0,"事单","罗湖区","副科级",2.0
2018.0,"市监","宝安区","副科级",8.0
2018.0,"市监","大鹏新区","副科级",1.0
2018.0,"市监","福田区","副科级",2.0
2018.0,"市监","光明区","副科级",47.0
2018.0,"市监","龙华区","副科级",3.0
2018.0,"市监","罗湖区","副科级",1.0
2018.0,"市监","坪山区","副科级",4.0
2018.0,"水务","宝安区","副科级",22.0
2018.0,"水务","大鹏新区","副科级",1.0
2018.0,"水务","福田区","副科级",2.0
2018.0,"水务","光明区","副科级",1.0
2018.0,"水务","龙岗区","副科级",5.0
2018.0,"水务","龙华区","副科级",2.0
2018.0,"水务","罗湖区","副科级",1.0
2018.0,"水务","南山区","副科级",2.0
2018.0,"水务","坪山区","副科级",3.0
2018.0,"水务","盐田区","副科级",5.0
2018.0,"司法","宝安区","副科级",3.0
2018.0,"司法","龙岗区","副科级",0.0
2018.0,"司法","罗湖区","副科级",2.0
2018.0,"司法","盐田区","副科级",0.0
2018.0,"统计","宝安区","副科级",1.0
2018.0,"统计","福田区","副科级",9.0
2018.0,"统计","龙岗区","副科级",1.0
2018.0,"统计","龙华区","副科级",2.0
2018.0,"统计","罗湖区","副科级",5.0
2018.0,"统计","南山区","副科级",8.0
2018.0,"统计","坪山区","副科级",0.0
2018.0,"统计","盐田区","副科级",1.0
2018.0,"卫生","宝安区","副科级",19.0
2018.0,"卫生","大鹏新区","副科级",7.0
2018.0,"卫生","福田区","副科级",21.0
2018.0,"卫生","龙岗区","副科级",23.0
2018.0,"卫生","龙华区","副科级",1.0
2018.0,"卫生","罗湖区","副科级",5.0
2018.0,"卫生","南山区","副科级",2.0
2018.0,"卫生","坪山区","副科级",6.0
2018.0,"卫生","盐田区","副科级",1.0
2018.0,"文体","宝安区","副科级",6.0
2018.0,"文体","大鹏新区","副科级",3.0
2018.0,"文体","福田区","副科级",1.0
2018.0,"文体","光明区","副科级",3.0
2018.0,"文体","龙岗区","副科级",7.0
2018.0,"文体","龙华区","副科级",1.0
2018.0,"文体","南山区","副科级",2.0
2018.0,"文体","坪山区","副科级",1.0
2018.0,"医疗","宝安区","副科级",3.0
2018.0,"医疗","大鹏新区","副科级",2.0
2018.0,"医疗","福田区","副科级",1.0
2018.0,"医疗","光明区","副科级",0.0
2018.0,"医疗","龙岗区","副科级",5.0
2018.0,"医疗","龙华区","副科级",5.0
2018.0,"医疗","南山区","副科级",1.0
2018.0,"医疗","坪山区","副科级",1.0
2018.0,"医疗","盐田区","副科级",1.0
2018.0,"应急","宝安区","副科级",6.0
2018.0,"应急","大鹏新区","副科级",8.0
2018.0,"应急","福田区","副科级",2.0
2018.0,"应急","光明区","副科级",4.0
2018.0,"应急","龙岗区","副科级",26.0
2018.0,"应急","龙华区","副科级",9.0
2018.0,"应急","罗湖区","副科级",6.0
2018.0,"应急","南山区","副科级",9.0
2018.0,"应急","坪山区","副科级",13.0
2018.0,"应急","盐田区","副科级",5.0
2018.0,"住建","宝安区","副科级",21.0
2018.0,"住建","大鹏新区","副科级",4.0
2018.0,"住建","福田区","副科级",7.0
2018.0,"住建","光明区","副科级",3.0
2018.0,"住建","龙岗区","副科级",27.0
2018.0,"住建","龙华区","副科级",4.0
2018.0,"住建","罗湖区","副科级",11.0
2018.0,"住建","南山区","副科级",11.0
2018.0,"住建","坪山区","副科级",4.0
2018.0,"住建","盐田区","副科级",4.0
2019.0,"保密","龙华区","副科级",1.0
2019.0,"保密","坪山区","副科级",1.0
2019.0,"财政","宝安区","副科级",6.0
2019.0,"财政","大鹏新区","副科级",3.0
2019.0,"财政","福田区","副科级",5.0
2019.0,"财政","光明区","副科级",1.0
2019.0,"财政","龙岗区","副科级",4.0
2019.0,"财政","龙华区","副科级",3.0
2019.0,"财政","罗湖区","副科级",5.0
2019.0,"财政","南山区","副科级",7.0
2019.0,"财政","坪山区","副科级",2.0
2019.0,"财政","盐田区","副科级",1.0
2019.0,"城管","宝安区","副科级",8.0
2019.0,"城管","大鹏新区","副科级",3.0
2019.0,"城管","福田区","副科级",1.0
2019.0,"城管","光明区","副科级",2.0
2019.0,"城管","龙岗区","副科级",39.0
2019.0,"城管","罗湖区","副科级",5.0
2019.0,"城管","南山区","副科级",29.0
2019.0,"城管","坪山区","副科级",13.0
2019.0,"城管","盐田区","副科级",3.0
2019.0,"档案","罗湖区","副科级",1.0
2019.0,"发改","大鹏新区","副科级",3.0
2019.0,"发改","光明区","副科级",2.0
2019.0,"工信","宝安区","副科级",4.0
2019.0,"工信","龙华区","副科级",5.0
2019.0,"规自","宝安区","副科级",38.0
2019.0,"规自","大鹏新区","副科级",14.0
2019.0,"规自","福田区","副科级",13.0
2019.0,"规自","光明区","副科级",17.0
2019.0,"规自","龙岗区","副科级",16.0
2019.0,"规自","龙华区","副科级",22.0
2019.0,"规自","罗湖区","副科级",12.0
2019.0,"规自","南山区","副科级",20.0
2019.0,"规自","坪山区","副科级",13.0
2019.0,"规自","盐田区","副科级",6.0
2019.0,"教育","宝安区","副科级",1.0
2019.0,"教育","福田区","副科级",2.0
2019.0,"教育","光明区","副科级",1.0
2019.0,"教育","龙岗区","副科级",3.0
2019.0,"教育","罗湖区","副科级",1.0
2019.0,"教育","南山区","副科级",2.0
2019.0,"教育","坪山区","副科级",1.0
2019.0,"民政","宝安区","副科级",3.0
2019.0,"民政","福田区","副科级",1.0
2019.0,"民政","光明区","副科级",1.0
2019.0,"民政","龙华区","副科级",7.0
2019.0,"民政","罗湖区","副科级",1.0
2019.0,"民政","南山区","副科级",3.0
2019.0,"民政","坪山区","副科级",4.0
2019.0,"民政","盐田区","副科级",2.0
2019.0,"民宗","龙华区","副科级",2.0
2019.0,"民宗","罗湖区","副科级",3.0
2019.0,"民宗","南山区","副科级",1.0
2019.0,"民宗","盐田区","副科级",1.0
2019.0,"人社","宝安区","副科级",16.0
2019.0,"人社","福田区","副科级",18.0
2019.0,"人社","光明区","副科级",8.0
2019.0,"人社","龙岗区","副科级",29.0
2019.0,"人社","龙华区","副科级",15.0
2019.0,"人社","罗湖区","副科级",15.0
2019.0,"人社","南山区","副科级",3.0
2019.0,"人社","坪山区","副科级",5.0
2019.0,"人社","盐田区","副科级",5.0
2019.0,"审计","宝安区","副科级",6.0
2019.0,"审计","福田区","副科级",3.0
2019.0,"审计","光明区","副科级",2.0
2019.0,"审计","龙岗区","副科级",5.0
2019.0,"审计","龙华区","副科级",2.0
2019.0,"审计","罗湖区","副科级",3.0
2019.0,"审计","南山区","副科级",3.0
2019.0,"审计","坪山区","副科级",2.0
2019.0,"审计","盐田区","副科级",3.0
2019.0,"生态","宝安区","副科级",11.0
2019.0,"生态","大鹏新区","副科级",3.0
2019.0,"生态","福田区","副科级",1.0
2019.0,"生态","龙岗区","副科级",11.0
2019.0,"生态","龙华区","副科级",1.0
2019.0,"生态","罗湖区","副科级",3.0
2019.0,"生态","南山区","副科级",8.0
2019.0,"生态","坪山区","副科级",1.0
2019.0,"生态","盐田区","副科级",2.0
2019.0,"事单","大鹏新区","副科级",1.0
2019.0,"事单","龙岗区","副科级",1.0
2019.0,"事单","罗湖区","副科级",2.0
2019.0,"市监","宝安区","副科级",8.0
2019.0,"市监","大鹏新区","副科级",1.0
2019.0,"市监","福田区","副科级",2.0
2019.0,"市监","光明区","副科级",47.0
2019.0,"市监","龙华区","副科级",3.0
2019.0,"市监","罗湖区","副科级",1.0
2019.0,"市监","坪山区","副科级",4.0
2019.0,"水务","宝安区","副科级",23.0
2019.0,"水务","大鹏新区","副科级",1.0
2019.0,"水务","福田区","副科级",2.0
2019.0,"水务","光明区","副科级",2.0
2019.0,"水务","龙岗区","副科级",5.0
2019.0,"水务","龙华区","副科级",2.0
2019.0,"水务","罗湖区","副科级",1.0
2019.0,"水务","南山区","副科级",2.0
2019.0,"水务","坪山区","副科级",3.0
2019.0,"水务","盐田区","副科级",5.0
2019.0,"司法","宝安区","副科级",3.0
2019.0,"司法","龙岗区","副科级",1.0
2019.0,"司法","罗湖区","副科级",2.0
2019.0,"司法","盐田区","副科级",1.0
2019.0,"统计","宝安区","副科级",1.0
2019.0,"统计","福田区","副科级",9.0
2019.0,"统计","龙岗区","副科级",2.0
2019.0,"统计","龙华区","副科级",2.0
2019.0,"统计","罗湖区","副科级",6.0
2019.0,"统计","南山区","副科级",9.0
2019.0,"统计","坪山区","副科级",4.0
2019.0,"统计","盐田区","副科级",1.0
2019.0,"卫生","宝安区","副科级",20.0
2019.0,"卫生","大鹏新区","副科级",7.0
2019.0,"卫生","福田区","副科级",21.0
2019.0,"卫生","龙岗区","副科级",23.0
2019.0,"卫生","龙华区","副科级",1.0
2019.0,"卫生","罗湖区","副科级",5.0
2019.0,"卫生","南山区","副科级",6.0
2019.0,"卫生","坪山区","副科级",6.0
2019.0,"卫生","盐田区","副科级",1.0
2019.0,"文体","宝安区","副科级",6.0
2019.0,"文体","大鹏新区","副科级",3.0
2019.0,"文体","福田区","副科级",2.0
2019.0,"文体","光明区","副科级",3.0
2019.0,"文体","龙岗区","副科级",7.0
2019.0,"文体","龙华区","副科级",1.0
2019.0,"文体","南山区","副科级",2.0
2019.0,"文体","坪山区","副科级",1.0
2019.0,"医疗","宝安区","副科级",4.0
2019.0,"医疗","大鹏新区","副科级",2.0
2019.0,"医疗","福田区","副科级",2.0
2019.0,"医疗","光明区","副科级",1.0
2019.0,"医疗","龙岗区","副科级",10.0
2019.0,"医疗","龙华区","副科级",7.0
2019.0,"医疗","南山区","副科级",2.0
2019.0,"医疗","坪山区","副科级",4.0
2019.0,"医疗","盐田区","副科级",2.0
2019.0,"应急","宝安区","副科级",6.0
2019.0,"应急","大鹏新区","副科级",8.0
2019.0,"应急","福田区","副科级",3.0
2019.0,"应急","光明区","副科级",4.0
2019.0,"应急","龙岗区","副科级",27.0
2019.0,"应急","龙华区","副科级",10.0
2019.0,"应急","罗湖区","副科级",6.0
2019.0,"应急","南山区","副科级",10.0
2019.0,"应急","坪山区","副科级",16.0
2019.0,"应急","盐田区","副科级",5.0
2019.0,"住建","宝安区","副科级",23.0
2019.0,"住建","大鹏新区","副科级",4.0
2019.0,"住建","福田区","副科级",7.0
2019.0,"住建","光明区","副科级",3.0
2019.0,"住建","龙岗区","副科级",27.0
2019.0,"住建","龙华区","副科级",4.0
2019.0,"住建","罗湖区","副科级",11.0
2019.0,"住建","南山区","副科级",11.0
2019.0,"住建","坪山区","副科级",4.0
2019.0,"住建","盐田区","副科级",4.0
2016.0,"城管","罗湖区","局级",0.0
2016.0,"城管","南山区","局级",0.0
2016.0,"生态","宝安区","局级",0.0
2016.0,"市监","光明区","局级",0.0
2016.0,"市监","盐田区","局级",0.0
2016.0,"应急","光明区","局级",0.0
2016.0,"应急","龙岗区","局级",0.0
2017.0,"城管","罗湖区","局级",1.0
2017.0,"城管","南山区","局级",1.0
2017.0,"生态","宝安区","局级",1.0
2017.0,"市监","光明区","局级",0.0
2017.0,"市监","盐田区","局级",0.0
2017.0,"应急","光明区","局级",0.0
2017.0,"应急","龙岗区","局级",1.0
2018.0,"城管","罗湖区","局级",1.0
2018.0,"城管","南山区","局级",1.0
2018.0,"生态","宝安区","局级",1.0
2018.0,"市监","光明区","局级",1.0
2018.0,"市监","盐田区","局级",1.0
2018.0,"应急","光明区","局级",1.0
2018.0,"应急","龙岗区","局级",1.0
2019.0,"城管","罗湖区","局级",1.0
2019.0,"城管","南山区","局级",1.0
2019.0,"生态","宝安区","局级",1.0
2019.0,"市监","光明区","局级",1.0
2019.0,"市监","盐田区","局级",1.0
2019.0,"应急","光明区","局级",1.0
2019.0,"应急","龙岗区","局级",1.0
2016.0,"保密","龙岗区","科级",0.0
2016.0,"财政","宝安区","科级",0.0
2016.0,"财政","福田区","科级",0.0
2016.0,"财政","光明区","科级",0.0
2016.0,"财政","龙岗区","科级",0.0
2016.0,"财政","龙华区","科级",0.0
2016.0,"财政","罗湖区","科级",0.0
2016.0,"财政","南山区","科级",0.0
2016.0,"财政","坪山区","科级",0.0
2016.0,"财政","盐田区","科级",0.0
2016.0,"城管","宝安区","科级",0.0
2016.0,"城管","大鹏新区","科级",0.0
2016.0,"城管","福田区","科级",0.0
2016.0,"城管","光明区","科级",0.0
2016.0,"城管","龙岗区","科级",0.0
2016.0,"城管","龙华区","科级",0.0
2016.0,"城管","罗湖区","科级",0.0
2016.0,"城管","南山区","科级",0.0
2016.0,"城管","坪山区","科级",0.0
2016.0,"城管","盐田区","科级",0.0
2016.0,"档案","龙岗区","科级",0.0
2016.0,"档案","盐田区","科级",0.0
2016.0,"发改","光明区","科级",0.0
2016.0,"工信","宝安区","科级",0.0
2016.0,"工信","龙华区","科级",0.0
2016.0,"工信","南山区","科级",0.0
2016.0,"规自","宝安区","科级",0.0
2016.0,"规自","大鹏新区","科级",0.0
2016.0,"规自","福田区","科级",0.0
2016.0,"规自","光明区","科级",0.0
2016.0,"规自","龙岗区","科级",0.0
2016.0,"规自","龙华区","科级",0.0
2016.0,"规自","罗湖区","科级",0.0
2016.0,"规自","南山区","科级",0.0
2016.0,"规自","坪山区","科级",0.0
2016.0,"规自","盐田区","科级",0.0
2016.0,"教育","宝安区","科级",0.0
2016.0,"教育","福田区","科级",0.0
2016.0,"教育","光明区","科级",0.0
2016.0,"教育","龙岗区","科级",0.0
2016.0,"教育","龙华区","科级",0.0
2016.0,"教育","罗湖区","科级",0.0
2016.0,"教育","南山区","科级",0.0
2016.0,"教育","坪山区","科级",0.0
2016.0,"民政","宝安区","科级",0.0
2016.0,"民政","福田区","科级",0.0
2016.0,"民政","光明区","科级",0.0
2016.0,"民政","龙岗区","科级",0.0
2016.0,"民政","龙华区","科级",0.0
2016.0,"民政","罗湖区","科级",0.0
2016.0,"民政","南山区","科级",0.0
2016.0,"民政","坪山区","科级",0.0
2016.0,"民政","盐田区","科级",0.0
2016.0,"民宗","宝安区","科级",0.0
2016.0,"民宗","福田区","科级",0.0
2016.0,"民宗","光明区","科级",0.0
2016.0,"民宗","龙岗区","科级",0.0
2016.0,"民宗","龙华区","科级",0.0
2016.0,"民宗","罗湖区","科级",0.0
2016.0,"民宗","南山区","科级",0.0
2016.0,"民宗","坪山区","科级",0.0
2016.0,"民宗","盐田区","科级",0.0
2016.0,"人社","宝安区","科级",0.0
2016.0,"人社","大鹏新区","科级",0.0
2016.0,"人社","福田区","科级",0.0
2016.0,"人社","光明区","科级",0.0
2016.0,"人社","龙岗区","科级",0.0
2016.0,"人社","龙华区","科级",0.0
2016.0,"人社","罗湖区","科级",0.0
2016.0,"人社","南山区","科级",0.0
2016.0,"人社","坪山区","科级",1.0
2016.0,"人社","盐田区","科级",0.0
2016.0,"审计","宝安区","科级",0.0
2016.0,"审计","福田区","科级",0.0
2016.0,"审计","光明区","科级",0.0
2016.0,"审计","龙岗区","科级",0.0
2016.0,"审计","龙华区","科级",0.0
2016.0,"审计","罗湖区","科级",0.0
2016.0,"审计","南山区","科级",0.0
2016.0,"审计","坪山区","科级",0.0
2016.0,"审计","盐田区","科级",0.0
2016.0,"生态","宝安区","科级",0.0
2016.0,"生态","大鹏新区","科级",0.0
2016.0,"生态","福田区","科级",0.0
2016.0,"生态","光明区","科级",0.0
2016.0,"生态","龙岗区","科级",0.0
2016.0,"生态","龙华区","科级",0.0
2016.0,"生态","罗湖区","科级",0.0
2016.0,"生态","南山区","科级",0.0
2016.0,"生态","坪山区","科级",0.0
2016.0,"生态","盐田区","科级",0.0
2016.0,"事单","宝安区","科级",0.0
2016.0,"事单","龙岗区","科级",0.0
2016.0,"事单","龙华区","科级",0.0
2016.0,"事单","罗湖区","科级",0.0
2016.0,"事单","坪山区","科级",0.0
2016.0,"市监","宝安区","科级",0.0
2016.0,"市监","大鹏新区","科级",0.0
2016.0,"市监","福田区","科级",0.0
2016.0,"市监","光明区","科级",0.0
2016.0,"市监","龙岗区","科级",0.0
2016.0,"市监","龙华区","科级",0.0
2016.0,"市监","南山区","科级",0.0
2016.0,"市监","坪山区","科级",0.0
2016.0,"市监","盐田区","科级",0.0
2016.0,"水务","宝安区","科级",0.0
2016.0,"水务","福田区","科级",0.0
2016.0,"水务","光明区","科级",0.0
2016.0,"水务","龙岗区","科级",0.0
2016.0,"水务","龙华区","科级",0.0
2016.0,"水务","罗湖区","科级",0.0
2016.0,"水务","南山区","科级",0.0
2016.0,"水务","坪山区","科级",0.0
2016.0,"水务","盐田区","科级",0.0
2016.0,"司法","宝安区","科级",0.0
2016.0,"司法","大鹏新区","科级",0.0
2016.0,"司法","福田区","科级",0.0
2016.0,"司法","龙岗区","科级",0.0
2016.0,"司法","罗湖区","科级",0.0
2016.0,"司法","南山区","科级",0.0
2016.0,"司法","坪山区","科级",0.0
2016.0,"司法","盐田区","科级",0.0
2016.0,"统计","宝安区","科级",0.0
2016.0,"统计","福田区","科级",0.0
2016.0,"统计","龙华区","科级",0.0
2016.0,"统计","罗湖区","科级",0.0
2016.0,"统计","南山区","科级",0.0
2016.0,"统计","坪山区","科级",0.0
2016.0,"统计","盐田区","科级",0.0
2016.0,"退役","罗湖区","科级",0.0
2016.0,"卫生","宝安区","科级",0.0
2016.0,"卫生","大鹏新区","科级",0.0
2016.0,"卫生","福田区","科级",0.0
2016.0,"卫生","龙岗区","科级",0.0
2016.0,"卫生","龙华区","科级",0.0
2016.0,"卫生","罗湖区","科级",0.0
2016.0,"卫生","南山区","科级",0.0
2016.0,"卫生","坪山区","科级",0.0
2016.0,"卫生","盐田区","科级",0.0
2016.0,"文体","宝安区","科级",0.0
2016.0,"文体","大鹏新区","科级",0.0
2016.0,"文体","福田区","科级",0.0
2016.0,"文体","光明区","科级",0.0
2016.0,"文体","龙岗区","科级",0.0
2016.0,"文体","龙华区","科级",0.0
2016.0,"文体","罗湖区","科级",0.0
2016.0,"文体","南山区","科级",0.0
2016.0,"文体","坪山区","科级",0.0
2016.0,"烟草","大鹏新区","科级",0.0
2016.0,"医疗","宝安区","科级",0.0
2016.0,"医疗","大鹏新区","科级",0.0
2016.0,"医疗","福田区","科级",0.0
2016.0,"医疗","光明区","科级",0.0
2016.0,"医疗","龙岗区","科级",0.0
2016.0,"医疗","龙华区","科级",0.0
2016.0,"医疗","罗湖区","科级",0.0
2016.0,"医疗","南山区","科级",0.0
2016.0,"医疗","坪山区","科级",0.0
2016.0,"医疗","盐田区","科级",0.0
2016.0,"应急","宝安区","科级",0.0
2016.0,"应急","大鹏新区","科级",0.0
2016.0,"应急","福田区","科级",0.0
2016.0,"应急","光明区","科级",0.0
2016.0,"应急","龙岗区","科级",0.0
2016.0,"应急","龙华区","科级",0.0
2016.0,"应急","罗湖区","科级",0.0
2016.0,"应急","南山区","科级",0.0
2016.0,"应急","坪山区","科级",0.0
2016.0,"应急","盐田区","科级",0.0
2016.0,"住建","宝安区","科级",0.0
2016.0,"住建","大鹏新区","科级",0.0
2016.0,"住建","福田区","科级",0.0
2016.0,"住建","光明区","科级",0.0
2016.0,"住建","龙岗区","科级",0.0
2016.0,"住建","龙华区","科级",0.0
2016.0,"住建","罗湖区","科级",0.0
2016.0,"住建","南山区","科级",0.0
2016.0,"住建","坪山区","科级",0.0
2016.0,"住建","盐田区","科级",0.0
2017.0,"保密","龙岗区","科级",0.0
2017.0,"财政","宝安区","科级",2.0
2017.0,"财政","福田区","科级",0.0
2017.0,"财政","光明区","科级",0.0
2017.0,"财政","龙岗区","科级",6.0
2017.0,"财政","龙华区","科级",1.0
2017.0,"财政","罗湖区","科级",9.0
2017.0,"财政","南山区","科级",4.0
2017.0,"财政","坪山区","科级",1.0
2017.0,"财政","盐田区","科级",0.0
2017.0,"城管","宝安区","科级",13.0
2017.0,"城管","大鹏新区","科级",1.0
2017.0,"城管","福田区","科级",0.0
2017.0,"城管","光明区","科级",0.0
2017.0,"城管","龙岗区","科级",28.0
2017.0,"城管","龙华区","科级",3.0
2017.0,"城管","罗湖区","科级",14.0
2017.0,"城管","南山区","科级",24.0
2017.0,"城管","坪山区","科级",9.0
2017.0,"城管","盐田区","科级",0.0
2017.0,"档案","龙岗区","科级",1.0
2017.0,"档案","盐田区","科级",0.0
2017.0,"发改","光明区","科级",2.0
2017.0,"工信","宝安区","科级",2.0
2017.0,"工信","龙华区","科级",1.0
2017.0,"工信","南山区","科级",1.0
2017.0,"规自","宝安区","科级",30.0
2017.0,"规自","大鹏新区","科级",8.0
2017.0,"规自","福田区","科级",17.0
2017.0,"规自","光明区","科级",12.0
2017.0,"规自","龙岗区","科级",9.0
2017.0,"规自","龙华区","科级",14.0
2017.0,"规自","罗湖区","科级",6.0
2017.0,"规自","南山区","科级",12.0
2017.0,"规自","坪山区","科级",16.0
2017.0,"规自","盐田区","科级",11.0
2017.0,"教育","宝安区","科级",2.0
2017.0,"教育","福田区","科级",9.0
2017.0,"教育","光明区","科级",3.0
2017.0,"教育","龙岗区","科级",17.0
2017.0,"教育","龙华区","科级",2.0
2017.0,"教育","罗湖区","科级",7.0
2017.0,"教育","南山区","科级",0.0
2017.0,"教育","坪山区","科级",1.0
2017.0,"民政","宝安区","科级",3.0
2017.0,"民政","福田区","科级",3.0
2017.0,"民政","光明区","科级",2.0
2017.0,"民政","龙岗区","科级",2.0
2017.0,"民政","龙华区","科级",2.0
2017.0,"民政","罗湖区","科级",0.0
2017.0,"民政","南山区","科级",1.0
2017.0,"民政","坪山区","科级",3.0
2017.0,"民政","盐田区","科级",1.0
2017.0,"民宗","宝安区","科级",0.0
2017.0,"民宗","福田区","科级",2.0
2017.0,"民宗","光明区","科级",1.0
2017.0,"民宗","龙岗区","科级",0.0
2017.0,"民宗","龙华区","科级",0.0
2017.0,"民宗","罗湖区","科级",0.0
2017.0,"民宗","南山区","科级",0.0
2017.0,"民宗","坪山区","科级",0.0
2017.0,"民宗","盐田区","科级",2.0
2017.0,"人社","宝安区","科级",22.0
2017.0,"人社","大鹏新区","科级",2.0
2017.0,"人社","福田区","科级",10.0
2017.0,"人社","光明区","科级",2.0
2017.0,"人社","龙岗区","科级",32.0
2017.0,"人社","龙华区","科级",12.0
2017.0,"人社","罗湖区","科级",4.0
2017.0,"人社","南山区","科级",2.0
2017.0,"人社","坪山区","科级",10.0
2017.0,"人社","盐田区","科级",4.0
2017.0,"审计","宝安区","科级",6.0
2017.0,"审计","福田区","科级",9.0
2017.0,"审计","光明区","科级",3.0
2017.0,"审计","龙岗区","科级",16.0
2017.0,"审计","龙华区","科级",2.0
2017.0,"审计","罗湖区","科级",11.0
2017.0,"审计","南山区","科级",6.0
2017.0,"审计","坪山区","科级",3.0
2017.0,"审计","盐田区","科级",7.0
2017.0,"生态","宝安区","科级",9.0
2017.0,"生态","大鹏新区","科级",0.0
2017.0,"生态","福田区","科级",1.0
2017.0,"生态","光明区","科级",0.0
2017.0,"生态","龙岗区","科级",15.0
2017.0,"生态","龙华区","科级",6.0
2017.0,"生态","罗湖区","科级",3.0
2017.0,"生态","南山区","科级",5.0
2017.0,"生态","坪山区","科级",1.0
2017.0,"生态","盐田区","科级",1.0
2017.0,"事单","宝安区","科级",0.0
2017.0,"事单","龙岗区","科级",0.0
2017.0,"事单","龙华区","科级",1.0
2017.0,"事单","罗湖区","科级",0.0
2017.0,"事单","坪山区","科级",1.0
2017.0,"市监","宝安区","科级",19.0
2017.0,"市监","大鹏新区","科级",13.0
2017.0,"市监","福田区","科级",26.0
2017.0,"市监","光明区","科级",3.0
2017.0,"市监","龙岗区","科级",26.0
2017.0,"市监","龙华区","科级",19.0
2017.0,"市监","南山区","科级",20.0
2017.0,"市监","坪山区","科级",14.0
2017.0,"市监","盐田区","科级",14.0
2017.0,"水务","宝安区","科级",12.0
2017.0,"水务","福田区","科级",3.0
2017.0,"水务","光明区","科级",0.0
2017.0,"水务","龙岗区","科级",8.0
2017.0,"水务","龙华区","科级",1.0
2017.0,"水务","罗湖区","科级",1.0
2017.0,"水务","南山区","科级",2.0
2017.0,"水务","坪山区","科级",2.0
2017.0,"水务","盐田区","科级",3.0
2017.0,"司法","宝安区","科级",1.0
2017.0,"司法","大鹏新区","科级",1.0
2017.0,"司法","福田区","科级",1.0
2017.0,"司法","龙岗区","科级",2.0
2017.0,"司法","罗湖区","科级",5.0
2017.0,"司法","南山区","科级",1.0
2017.0,"司法","坪山区","科级",0.0
2017.0,"司法","盐田区","科级",0.0
2017.0,"统计","宝安区","科级",3.0
2017.0,"统计","福田区","科级",10.0
2017.0,"统计","龙华区","科级",1.0
2017.0,"统计","罗湖区","科级",3.0
2017.0,"统计","南山区","科级",8.0
2017.0,"统计","坪山区","科级",0.0
2017.0,"统计","盐田区","科级",0.0
2017.0,"退役","罗湖区","科级",0.0
2017.0,"卫生","宝安区","科级",20.0
2017.0,"卫生","大鹏新区","科级",1.0
2017.0,"卫生","福田区","科级",10.0
2017.0,"卫生","龙岗区","科级",28.0
2017.0,"卫生","龙华区","科级",2.0
2017.0,"卫生","罗湖区","科级",2.0
2017.0,"卫生","南山区","科级",0.0
2017.0,"卫生","坪山区","科级",2.0
2017.0,"卫生","盐田区","科级",1.0
2017.0,"文体","宝安区","科级",3.0
2017.0,"文体","大鹏新区","科级",1.0
2017.0,"文体","福田区","科级",1.0
2017.0,"文体","光明区","科级",2.0
2017.0,"文体","龙岗区","科级",6.0
2017.0,"文体","龙华区","科级",2.0
2017.0,"文体","罗湖区","科级",2.0
2017.0,"文体","南山区","科级",1.0
2017.0,"文体","坪山区","科级",1.0
2017.0,"烟草","大鹏新区","科级",1.0
2017.0,"医疗","宝安区","科级",1.0
2017.0,"医疗","大鹏新区","科级",0.0
2017.0,"医疗","福田区","科级",1.0
2017.0,"医疗","光明区","科级",0.0
2017.0,"医疗","龙岗区","科级",0.0
2017.0,"医疗","龙华区","科级",0.0
2017.0,"医疗","罗湖区","科级",0.0
2017.0,"医疗","南山区","科级",1.0
2017.0,"医疗","坪山区","科级",0.0
2017.0,"医疗","盐田区","科级",0.0
2017.0,"应急","宝安区","科级",12.0
2017.0,"应急","大鹏新区","科级",2.0
2017.0,"应急","福田区","科级",9.0
2017.0,"应急","光明区","科级",7.0
2017.0,"应急","龙岗区","科级",23.0
2017.0,"应急","龙华区","科级",2.0
2017.0,"应急","罗湖区","科级",14.0
2017.0,"应急","南山区","科级",12.0
